id,no_int,LATENT,LATENT2,AVERAGE,o_ffi,oi_bfas,o_bfas,i_bfas,bfasi01,bfasi02,bfasi03,bfasi04,bfasi05,bfasi06,bfasi07,bfasi08,bfasi09,bfasi10,bfaso01,bfaso02,bfaso03,bfaso04,bfaso05,bfaso06,bfaso07,bfaso08,bfaso09,bfaso10,o01,o02,o03,o04,o05,o06,o07,o08,o09,o10,o11,o12
659,0.146,-0.06,0.088,3.666666667,3.333333333,4,4.1,3.9,3,3,5,5,3,4,3,5,3,5,5,4,5,5,4,4,5,1,3,5,3,3,4,5,3,3,3,4,3,4,4,1
660,-0.226,-0.055,-0.148,3.391666667,3.583333333,3.2,3.4,3,4,4,4,3,3,3,2,2,3,2,4,5,3,4,4,2,4,2,2,4,4,4,4,4,3,4,2,4,4,4,3,3
661,0.297,0.179,0.275,3.983333334,3.916666667,4.05,4.2,3.9,4,4,4,3,4,4,4,4,4,4,3,4,4,5,4,4,5,4,4,5,4,4,4,4,4,4,4,5,2,3,5,4
662,-0.133,-0.025,0.107,3.616666667,3.583333333,3.65,3.4,3.9,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,2,4,2,2,4,3,4,4,3,4,3,4,3,4,4,4,3
663,0.155,-0.126,0.093,3.616666667,3.083333333,4.15,4.5,3.8,4,4,4,4,4,2,4,4,4,4,4,5,4,5,4,5,4,5,4,5,2,4,4,3,3,3,4,3,2,2,4,3
664,0.197,0.015,-0.049,3.458333334,3.666666667,3.25,4,2.5,3,3,2,2,1,4,2,3,2,3,5,5,2,5,5,4,5,1,4,4,5,5,4,4,4,4,2,3,5,3,2,3
668,0.074,0.187,0.128,3.766666667,4.083333333,3.45,3.9,3,4,2,3,3,2,4,3,3,3,3,4,5,4,3,4,3,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4
670,-0.251,-0.07,-0.175,3.4,3.5,3.3,3.6,3,4,3,3,2,4,2,2,3,3,4,3,4,4,5,4,2,4,4,2,4,4,4,3,2,4,4,2,5,2,3,5,4
671,-0.964,-0.566,-0.836,2.683333334,2.416666667,2.95,2.8,3.1,4,2,2,5,2,2,2,4,4,4,3,4,2,3,1,2,4,3,4,2,2,3,1,4,1,4,2,2,2,2,4,2
672,0.777,0.168,0.275,3.858333334,3.916666667,3.8,4.3,3.3,4,4,2,2,5,4,2,3,3,4,4,4,5,5,5,5,4,2,4,5,4,2,4,2,5,5,5,5,4,4,3,4
673,-0.461,-0.459,-0.581,2.816666667,2.583333333,3.05,3.4,2.7,3,2,3,2,2,4,2,3,3,3,4,4,4,4,3,3,4,2,2,4,2,5,2,2,2,2,2,4,2,3,3,2
674,0.097,0.174,0.213,3.666666667,4.083333333,3.25,3.9,2.6,3,1,3,3,1,3,3,3,3,3,5,5,3,5,5,1,5,3,2,5,4,4,5,3,5,4,3,4,5,2,5,5
675,0.326,0.16,0.32,3.916666667,3.833333333,4,4.5,3.5,4,3,4,5,2,2,3,5,3,4,5,5,5,5,4,3,4,4,5,5,5,4,4,4,4,2,4,4,4,2,5,4
676,-0.411,-0.242,-0.382,3.216666667,3.083333333,3.35,3.4,3.3,4,3,4,3,2,4,3,3,3,4,3,4,4,4,3,3,4,2,3,4,4,4,2,4,2,4,2,4,2,3,4,2
677,0.442,0.196,0.175,3.825,4,3.65,4.4,2.9,2,3,3,4,4,3,3,2,3,2,4,5,3,4,4,4,5,5,5,5,3,4,4,4,4,3,4,5,4,5,4,4
678,-0.573,-0.339,-0.639,2.95,3,2.9,2.8,3,4,3,3,3,3,1,3,3,3,4,3,3,5,4,1,2,3,2,1,4,5,4,3,5,2,3,2,4,2,1,3,2
679,-0.791,-0.185,-0.358,3.241666667,3.333333333,3.15,2.9,3.4,3,3,4,3,4,4,3,3,3,4,4,4,4,3,2,2,2,2,4,2,4,5,2,4,3,4,2,3,2,4,4,3
682,0.335,0.23,0.455,4.075,4,4.15,4.4,3.9,4,4,4,3,5,5,3,4,3,4,5,5,4,5,4,4,5,4,4,4,3,5,5,5,4,4,4,3,4,3,4,4
683,0.456,0.257,0.888,4.275,4,4.55,4.4,4.7,5,4,5,4,4,5,5,5,5,5,5,5,5,5,5,3,5,3,3,5,4,4,5,4,5,2,3,5,5,3,5,3
685,-0.202,0.06,0.011,3.675,3.75,3.6,3.8,3.4,3,4,4,3,4,4,3,3,3,3,4,4,4,3,4,3,4,4,4,4,4,4,4,4,3,4,4,3,3,4,4,4
686,0.456,0.243,0.319,4.05,4,4.1,4.7,3.5,5,1,4,2,4,3,5,5,3,3,4,5,5,5,4,4,5,5,5,5,4,4,3,4,4,5,5,4,3,4,4,4
687,-0.151,-0.255,-0.752,2.958333334,3.166666667,2.75,3.3,2.2,3,2,2,2,1,1,1,3,2,5,4,5,3,5,1,3,3,3,3,3,4,4,4,4,2,5,3,5,1,2,3,1
689,-0.036,-0.14,-0.203,3.4,3.25,3.55,3.8,3.3,4,2,3,4,2,4,3,4,4,3,4,4,4,4,3,4,4,3,4,4,4,5,2,3,3,2,4,4,2,2,4,4
690,-0.102,-0.036,-0.051,3.491666667,3.583333333,3.4,3.5,3.3,4,3,4,3,3,2,3,4,3,4,4,5,4,4,4,2,4,2,2,4,4,4,4,3,4,4,2,5,4,2,4,3
698,-1.043,-0.453,-0.711,2.75,2.75,2.75,2.7,2.8,3,3,3,1,4,2,3,3,3,3,1,4,2,2,3,2,4,2,5,2,3,3,3,3,3,3,2,3,1,3,3,3
702,-0.367,-0.026,0.27,3.758333334,3.416666667,4.1,4,4.2,5,4,5,4,5,3,2,5,4,5,4,4,5,4,3,4,4,3,4,5,3,5,5,2,2,3,2,1,4,5,4,5
706,0.56,0.182,0.468,4.008333334,3.916666667,4.1,4.2,4,4,4,4,3,4,5,4,3,4,5,5,4,3,5,5,5,4,3,4,4,4,4,5,3,5,4,4,4,4,2,4,4
707,0.39,0.205,0.212,3.941666667,4.083333333,3.8,3.8,3.8,4,4,4,2,4,4,4,4,4,4,4,5,3,5,3,4,2,3,4,5,5,5,4,4,3,4,4,5,3,4,5,3
709,-0.297,-0.006,0.123,3.716666667,3.583333333,3.85,3.5,4.2,4,4,5,5,3,4,4,4,4,5,4,5,5,5,2,2,4,3,2,3,2,5,1,5,4,3,3,3,3,5,5,4
710,0.099,-0.222,-0.254,3.241666667,3.083333333,3.4,3.7,3.1,3,4,3,2,3,4,3,3,3,3,4,4,3,5,4,3,5,2,4,3,3,3,3,2,4,3,4,4,3,3,3,2
711,-0.256,-0.188,-0.359,3.333333334,3.166666667,3.5,3.6,3.4,4,4,4,2,2,2,4,4,4,4,3,4,2,5,3,2,4,4,5,4,3,4,2,5,2,4,4,4,1,4,3,2
712,-0.438,-0.318,-0.469,3.025,3,3.05,3,3.1,3,3,3,4,3,3,3,3,3,3,2,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
714,-0.036,-0.186,-0.367,3.225,3.25,3.2,3.4,3,3,3,3,2,3,4,3,3,3,3,3,4,3,5,3,3,3,3,3,4,3,3,3,4,3,4,4,4,2,3,4,2
715,-0.411,-0.147,-0.331,3.316666667,3.333333333,3.3,3.4,3.2,4,2,3,4,3,1,3,4,4,4,3,4,4,5,2,2,4,2,4,4,4,4,3,4,2,3,2,4,2,4,4,4
716,-0.693,-0.001,0.174,3.633333334,3.666666667,3.6,3.3,3.9,4,4,5,3,4,4,4,4,4,3,5,5,3,5,4,2,2,1,1,5,5,5,5,3,3,5,2,1,2,5,4,4
717,-0.238,-0.244,-0.527,2.958333334,3.166666667,2.75,3.5,2,3,2,2,1,1,1,2,2,4,2,4,5,1,4,3,3,4,3,4,4,3,4,4,3,3,3,3,4,2,3,4,2
718,-0.549,-0.141,-0.175,3.158333334,3.416666667,2.9,3.4,2.4,2,2,2,3,2,2,2,4,2,3,5,5,3,3,5,2,3,2,1,5,5,4,5,3,4,3,1,2,5,3,3,3
720,-0.549,-0.307,-0.597,2.975,3,2.95,3.3,2.6,2,4,3,2,2,3,2,3,2,3,4,4,4,3,1,3,2,3,4,5,2,4,3,4,1,4,3,4,1,3,5,2
721,0.333,0.169,0.385,3.908333334,3.916666667,3.9,4.2,3.6,4,4,4,2,2,4,4,5,3,4,4,5,4,4,5,4,5,4,2,5,4,4,5,3,5,4,4,4,4,3,4,3
722,0.849,0.551,0.822,4.475,4.75,4.2,4.8,3.6,5,3,4,3,4,4,4,3,4,2,4,4,5,5,5,5,5,5,5,5,4,5,4,5,5,5,5,5,4,5,5,5
723,-0.177,-0.026,0.022,3.691666667,3.583333333,3.8,3.2,4.4,5,4,4,4,4,5,3,5,5,5,4,4,4,5,2,3,2,2,2,4,3,5,3,5,2,5,4,3,2,3,4,4
726,0.586,0.349,0.679,4.225,4.25,4.2,4.7,3.7,3,4,3,5,3,5,4,4,3,3,4,5,5,5,5,4,5,4,5,5,5,5,5,3,4,3,4,4,5,3,5,5
727,-0.293,-0.151,-0.122,3.366666667,3.333333333,3.4,3.2,3.6,4,5,4,5,2,3,2,4,4,3,3,3,3,4,2,3,4,2,4,4,2,4,4,3,4,3,2,4,3,3,4,4
728,0.151,-0.277,-0.469,3.075,3,3.15,3.6,2.7,3,2,3,2,2,2,3,3,3,4,3,4,5,5,2,4,3,4,2,4,3,3,3,2,2,3,4,4,3,3,4,2
731,-0.698,-0.458,-0.659,2.833333334,2.666666667,3,2.9,3.1,3,3,4,3,3,2,3,4,3,3,3,4,3,3,2,3,3,2,3,3,3,4,3,3,2,3,3,3,1,3,3,1
733,-0.04,0.267,0.612,4,4.25,3.75,3.8,3.7,4,3,4,4,5,4,4,4,2,3,5,5,3,5,5,1,5,2,2,5,4,5,5,3,5,3,2,4,5,5,5,5
734,-0.304,-0.125,-0.34,3.358333334,3.416666667,3.3,3.2,3.4,4,3,4,5,4,1,2,4,3,4,2,4,4,3,2,3,2,4,4,4,3,5,3,4,2,4,3,5,2,3,4,3
736,-0.117,-0.038,-0.267,3.391666667,3.583333333,3.2,3.7,2.7,2,3,2,3,4,1,3,4,2,3,3,5,4,5,3,2,4,3,4,4,3,4,3,5,3,4,4,4,2,3,5,3
737,-0.859,-0.552,-0.67,2.783333334,2.416666667,3.15,2.8,3.5,4,3,4,4,3,3,4,3,4,3,2,4,3,2,2,3,2,4,4,2,2,3,1,4,2,2,4,2,1,1,4,3
